title,price,img
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",42581 Сом,https://enter.kg/images/stories/virtuemart/product/1_4459.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 500GB + 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",42677 Сом,https://enter.kg/images/stories/virtuemart/product/1_7950_6909.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 500GB, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",42773 Сом,https://enter.kg/images/stories/virtuemart/product/1_2528_6935.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, Win10 Pro + Office 2019, Eng-Rus",42773 Сом,https://enter.kg/images/stories/virtuemart/product/1_7689_1686.jpg
"Asus ExpertBooK P1512CEA Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 8GB DDR4-3200Mhz, 1TB + 128GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY + переходник LAN RJ45 в комплекте",42773 Сом,https://enter.kg/images/stories/virtuemart/product/1_8851_6699.jpg
"ASUS X540UB Gold Intel Core i3-7020U (up to 3.1Ghz), 20GB, 128GB SSD, Nvidia Geforce MX110 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",42773 Сом,https://enter.kg/images/stories/virtuemart/product/1_5259_8148.jpg
"ASUS X540UB Silver Intel Core i3-7020U (up to 3.1Ghz), 20GB, 128GB SSD, Nvidia Geforce MX110 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",42773 Сом,https://enter.kg/images/stories/virtuemart/product/1_1632.png
"HP 255 G8 Silver Ryzen 3 3250U (up to 3.5Ghz), 4GB, 500GB + 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",42773 Сом,https://enter.kg/images/stories/virtuemart/product/1_5341.jpg
"HP 255 G8 Silver Ryzen 3 3250U (up to 3.5Ghz), 8GB, 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",42773 Сом,https://enter.kg/images/stories/virtuemart/product/1_3413_5049.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 12GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",42773 Сом,https://enter.kg/images/stories/virtuemart/product/1_6453.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 1TB, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",42966 Сом,https://enter.kg/images/stories/virtuemart/product/1_2528_6670.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 256GB SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",42966 Сом,https://enter.kg/images/stories/virtuemart/product/1_2528_7076.jpg
"Asus ExpertBooK P1512CEA Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 12GB DDR4-3200Mhz, 256GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY + переходник LAN RJ45 в комплекте",42966 Сом,https://enter.kg/images/stories/virtuemart/product/1_8772_1923.jpg
"HP 255 G8 Silver Ryzen 3 3250U (up to 3.5Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",42966 Сом,https://enter.kg/images/stories/virtuemart/product/1_1743.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB + 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43062 Сом,https://enter.kg/images/stories/virtuemart/product/1_2119.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43062 Сом,https://enter.kg/images/stories/virtuemart/product/1_4520_5433.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 500GB, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43062 Сом,https://enter.kg/images/stories/virtuemart/product/1) extensa ex215_5529.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43158 Сом,https://enter.kg/images/stories/virtuemart/product/1_8526_5640.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43158 Сом,https://enter.kg/images/stories/virtuemart/product/1) extensa ex215_7338.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 500GB, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, Win10 Pro + Office 2019, Eng-Rus",43158 Сом,https://enter.kg/images/stories/virtuemart/product/1) extensa ex215_5745.jpg
"Lenovo Ideapad L3-15ITL6 Platinum GreyIntel Core i3-1115G4 (up to 4.1Ghz), 4GB, 500GB, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus",43158 Сом,https://enter.kg/images/stories/virtuemart/product/1_3129.jpg
"Lenovo ThinkBook 15 GEN2 ITL Mineral_Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD, NVidia GeForce MX450 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",43158 Сом,https://enter.kg/images/stories/virtuemart/product/1_1105_6333.jpg
"Lenovo Thinkbook 15 i3-1115G4 1.7-4.1GHz,4GB,SSD 256GB,MX450 2GB,15.6""FHD RUS MINERAL GRAY",43158 Сом,https://enter.kg/images/stories/virtuemart/product/1_1538.jpg
"Notebook Lenovo IdeaPad 3 14IIL05 Intel Core i3-1005G1 (1.20-3.40GHz), 8GB DDR4, 1000GB SSD m.2 NVMe, Intel UHD Graphics, 14 ""FHD (1920x1080) IPS, WiFi ac, BT 5.0, CR, WC, Win 11 ENG Home in S mode, Eng-Ru, Platinum Grey [81WD010UUS]",43158 Сом,https://enter.kg/images/novinka.gif
"Acer EX215-52-38SC i3-1005G1 1.2-3.4GHz,12GB, 1TB+SSD 256GB, 15.6""FHD,LAN,BLACK",43254 Сом,https://enter.kg/images/stories/virtuemart/product/1_5065_3703.jpg
"Acer EX215-52-38SC i3-1005G1 1.2-3.4GHz,12GB, SSD 512GB, 15.6""FHD,LAN,BLACK",43254 Сом,https://enter.kg/images/stories/virtuemart/product/1_3133_2131.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, Win10 Pro + Office 2019, Eng-Rus",43254 Сом,https://enter.kg/images/stories/virtuemart/product/1) extensa ex215_2747.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 256GB SSD, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",43254 Сом,https://enter.kg/images/stories/virtuemart/product/1_4303_8530.jpg
"Lenovo Ideapad L3-15ITL6 Platinum Grey Intel Pentium Gold 7505 (1.8Ghz), 8GB, 1TB + 512GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43254 Сом,https://enter.kg/images/stories/virtuemart/product/1_1470_3641.jpg
"Lenovo Ideapad S145-15AST Black A6-9225 (up to 3.00Ghz), 20GB DDR4, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon R7 M445 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",43254 Сом,https://enter.kg/images/stories/virtuemart/product/1_6494_2711.jpg
"Lenovo ThinkBook 15 GEN2 ITL Mineral_Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 256GB M.2 NVMe PCIe, NVidia GeForce MX450 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",43254 Сом,https://enter.kg/images/stories/virtuemart/product/1_5786.jpg
"Lenovo ThinkBook 15 GEN2 ITL Mineral_Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 256GB SSD, NVidia GeForce MX450 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",43254 Сом,https://enter.kg/images/stories/virtuemart/product/1_2074_7121.jpg
"Acer Aspire 3 A315-58-34X1 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 12GB, 512GB SSD PCIe️ NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, PURE SILVER",43350 Сом,https://enter.kg/images/stories/virtuemart/product/1_7305_8821.jpg
"Acer Aspire 3 A315-58-34X1 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 20GB, 128GB SSD PCIe️ NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, PURE SILVER",43350 Сом,https://enter.kg/images/stories/virtuemart/product/1_1616_5065.jpg
"Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 12GB, 512GB SSD PCIe️ NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUE",43350 Сом,https://enter.kg/images/stories/virtuemart/product/1_1530.jpg
"Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 20GB, 128GB SSD PCIe️ NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUE",43350 Сом,https://enter.kg/images/stories/virtuemart/product/1_3779_1788.jpg
"Asus ExpertBooK P1512CEA Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 8GB DDR4-3200Mhz, 512GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY + переходник LAN RJ45 в комплекте",43350 Сом,https://enter.kg/images/stories/virtuemart/product/1_6633.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",43446 Сом,https://enter.kg/images/stories/virtuemart/product/1_3849.jpg
"Lenovo Ideapad 3 Platinum Grey Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",43446 Сом,https://enter.kg/images/stories/virtuemart/product/1_8348_8210.jpg
"Lenovo Ideapad 3-15ADA05 Black Ryzen 3 3250U (up to 3.5Ghz), 12GB, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",43446 Сом,https://enter.kg/images/stories/virtuemart/product/1_6699_8016.jpg
"Lenovo Ideapad L3-15ITL6 Platinum GreyIntel Core i3-1115G4 (up to 4.1Ghz), 4GB, 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus",43446 Сом,https://enter.kg/images/stories/virtuemart/product/1_3868.jpg
"Lenovo Ideapad L3-15ITL6 Platinum GreyIntel Core i3-1115G4 (up to 4.1Ghz), 4GB, 1TB, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus",43446 Сом,https://enter.kg/images/stories/virtuemart/product/2_4011.png
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 12GB, 1TB + 256GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",43446 Сом,https://enter.kg/images/stories/virtuemart/product/1_1821_2995.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 500GB, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43542 Сом,https://enter.kg/images/stories/virtuemart/product/acer-aspire-a31556-indigo-blue-nxhs6eu009-9359843890042_8304.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43638 Сом,https://enter.kg/images/stories/virtuemart/product/1_7808_5951.jpg
"Acer Aspire 315-56 Indigo Blue Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43638 Сом,https://enter.kg/images/stories/virtuemart/product/acer-aspire-a31556-indigo-blue-nxhs6eu009-9359843890042_2003.jpg
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 24GB, 256GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, BLACK + сумка Asus в комплекте",43638 Сом,https://enter.kg/images/stories/virtuemart/product/1_4817.png
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 500GB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_8045.jpg
"Asus ExpertBooK P1512CEA Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 8GB DDR4-3200Mhz, 1TB + 256GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY + переходник LAN RJ45 в комплекте",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_5332_6495.jpg
"ASUS X540UB Gold Intel Core i3-7020U (up to 3.1Ghz), 20GB, 256GB SSD, Nvidia Geforce MX110 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_7743.jpg
"ASUS X540UB Silver Intel Core i3-7020U (up to 3.1Ghz), 20GB, 256GB SSD, Nvidia Geforce MX110 2GB, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_1540.png
"HP 255 G8 Silver Ryzen 3 3250U (up to 3.5Ghz), 8GB, 500GB + 120GB M.2 SSD, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_1261.png
"Lenovo Ideapad 3 Platinum Grey Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 500GB + 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_1296_1638.jpg
"Lenovo Ideapad 3-15ADA05 Black Ryzen 3 3250U (up to 3.5Ghz), 8GB, 1TB + 512GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_7447_2643.jpg
"Lenovo Ideapad 3-15IML05 Platinum Grey Intel Pentium 6405U (2.4Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Nvidia GeForce MX130 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_7054_2782.jpg
"Lenovo Ideapad S145 Black Ryzen 3 3200U (up to 3.5Ghz), 8GB, 1TB + 512GB M.2 NVMe PCIe, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",43735 Сом,https://enter.kg/images/stories/virtuemart/product/1_2732_1660.jpg
"Notebook Lenovo IdeaPad 3 14IIL05 Intel Core i3-1005G1 (1.20-3.40GHz), 12GB DDR4, 1000GB SSD m.2 NVMe, Intel UHD Graphics, 14 ""FHD (1920x1080) IPS, WiFi ac, BT 5.0, CR, WC, Win 11 ENG Home in S mode, Eng-Ru, Platinum Grey [81WD010UUS]",43735 Сом,https://enter.kg/images/novinka.gif
"HP 255 G8 Silver Ryzen 3 3250U (up to 3.5Ghz), 8GB, 1TB + 120GB M.2 SSD, AMD Radeon RX Vega 3, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",43927 Сом,https://enter.kg/images/stories/virtuemart/product/1_8447.png
"Lenovo Ideapad 3 Platinum Grey Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",43927 Сом,https://enter.kg/images/stories/virtuemart/product/1_3985.jpg
"Lenovo Ideapad 3 Platinum Grey Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 1TB + 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",43927 Сом,https://enter.kg/images/stories/virtuemart/product/1_4853_8652.jpg
"Lenovo Ideapad 3-15ITL6 Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 12GB DDR4-3200Mhz, 1TB + 512GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, HD 720P Cam, Eng-Rus, ARCTIC GREY",43927 Сом,https://enter.kg/images/stories/virtuemart/product/1_6999.jpg
"Lenovo Ideapad 3-15ITL6 Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 20GB DDR4-3200Mhz, 1TB + 128GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, HD 720P Cam, Eng-Rus, ARCTIC GREY",43927 Сом,https://enter.kg/images/stories/virtuemart/product/1_1999.jpg
"Asus ExpertBooK P1512CEA Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 16GB DDR4-3200Mhz, 128GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY + переходник LAN RJ45 в комплекте",44023 Сом,https://enter.kg/images/stories/virtuemart/product/1_8618.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",44119 Сом,https://enter.kg/images/stories/virtuemart/product/1_1160_6122.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",44119 Сом,https://enter.kg/images/stories/virtuemart/product/1_4662_2522.jpg
"ASUS X540UB Silver Intel Core i3-7020U (up to 3.1Ghz), 8GB, 1TB + 128GB SSD, Intel HD Graphics 620, 15.6"" LED FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",44119 Сом,https://enter.kg/images/stories/virtuemart/product/1_3712_3837.jpg
"AsusPRO P1440FA-BV3736 Intel Core i3-10110U (up to 4.1Ghz), 14"" HD (1366х768), 16GB, 1TB + 512GB SSD PCIe NVMe M.2, Intel HD Graphics 620, WiFi 6, BT 5.0, Cam, LAN, RJ45, VGA, HDMI, замок Kensington, Fingerprint Scaner (Сканер отпечатка пальцев), Eng-Rus, BLACK + сумка Asus в комплекте",44119 Сом,https://enter.kg/images/stories/virtuemart/product/1_2475.png
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 500GB, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",44119 Сом,https://enter.kg/images/stories/virtuemart/product/1_3291.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",44215 Сом,https://enter.kg/images/stories/virtuemart/product/1_1944_6063.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 12GB, 500GB, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",44215 Сом,https://enter.kg/images/stories/virtuemart/product/1_2528_1235.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 512GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",44215 Сом,https://enter.kg/images/stories/virtuemart/product/1_8727_6620.jpg
"Acer Aspire A315-56 Black Intel Core i3-1005G1 (up to 3.4Ghz), 8GB, 500GB + 120GB M.2 SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",44215 Сом,https://enter.kg/images/stories/virtuemart/product/1_8941.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 256GB SSD, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, Win10 Pro + Office 2019, Eng-Rus",44215 Сом,https://enter.kg/images/stories/virtuemart/product/1) extensa ex215_4477.jpg
"Acer Extensa EX215-54 Black Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD, Intel UHD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",44215 Сом,https://enter.kg/images/stories/virtuemart/product/1_3881_8598.jpg
"Acer Extensa EX215-54 Black Intel Core i3-1115G4 (up to 4.1Ghz), 4GB, 500GB, Intel UHD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, LAN RJ45, DOS, Eng-Rus",44215 Сом,https://enter.kg/images/stories/virtuemart/product/1_7305_4728.jpg
"Lenovo Ideapad 3-15IML05 Platinum Grey Intel Pentium 6405U (2.4Ghz), 8GB, 1TB + 120GB M.2 SSD, Nvidia GeForce MX130 2GB, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",44215 Сом,https://enter.kg/images/stories/virtuemart/product/1_6601_1573.jpg
"Acer Aspire 3 A315-58-34X1 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 20GB, 256GB SSD PCIe️ NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, PURE SILVER",44311 Сом,https://enter.kg/images/stories/virtuemart/product/1_1963_8106.jpg
"Acer Aspire 3 A315-58-37M9 Intel Core i3-1115G4 (up to 4.1GHz), 15.6"" LED FULL HD (1920 x 1080), 20GB, 256GB SSD PCIe️ NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, Cam, LAN, RJ45, Eng-Rus, ELECTRIC BLUE",44311 Сом,https://enter.kg/images/stories/virtuemart/product/1_8378_1911.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 128GB SSD, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",44311 Сом,https://enter.kg/images/stories/virtuemart/product/1_1305_7462.jpg
"Lenovo Ideapad 3 15ITL6 Arctic Grey Intel Core i3-1115G4 (up to 4.1Ghz), 8GB, 1TB, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, DOS, Eng-Rus",44407 Сом,https://enter.kg/images/stories/virtuemart/product/1_7868_6363.jpg
"Lenovo Ideapad 3-15ITL6 Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 20GB DDR4-3200Mhz, 512GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi, BT 5.0, HD 720P Cam, Eng-Rus, ARCTIC GREY",44407 Сом,https://enter.kg/images/stories/virtuemart/product/1_5874_7380.jpg
"Lenovo Ideapad L3-15ITL6 Platinum GreyIntel Core i3-1115G4 (up to 4.1Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, Cam, USB Type-C, LAN RJ45, DOS, Eng-Rus",44407 Сом,https://enter.kg/images/stories/virtuemart/product/1_5985_1892.jpg
"Acer Extensa EX215-52 Black Intel Core i3-1005G1 (up to 3.4Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel HD Graphics 620, 15.6"" LED HD, WiFi, BT, Cam, LAN RJ45, Win10 Pro + Office 2019, Eng-Rus",44504 Сом,https://enter.kg/images/stories/virtuemart/product/1_1002_8696.jpg
"Asus ExpertBooK P1512CEA Intel Core i3-1115G4 (up to 4.1Ghz), 15.6"" LED FULL HD (1920 x 1080), 12GB DDR4-3200Mhz, 1TB + 128GB SSD PCIe NVMe M.2, Intel UHD Graphics, WiFi 5, BT 4, USB Type-C, замок Kensington, Cam, Eng-Rus, SLATE GREY + переходник LAN RJ45 в комплекте",44504 Сом,https://enter.kg/images/stories/virtuemart/product/1_2731_1903.jpg
